Nombre Algoritmo, Dataset (con restricciones), Semilla, Infeasible, IntraCluster, Fitness, Ellapsed(s)
IterativeLocalSearchBasic, glass_set_const_20, 3456789, 41, 0.2501572593422644, 0.2715022507653171, 1.205168551
IterativeLocalSearchBasic, bupa_set_const_10, 3456789, 609, 0.16687248040217809, 0.3300773194643744, 4.27822804
IterativeLocalSearchBasic, bupa_set_const_20, 3456789, 1366, 0.1629460286394811, 0.35342248411324795, 6.145601571
IterativeLocalSearchBasic, zoo_set_const_10, 456789123, 15, 0.6097147852933437, 0.7233792904064319, 0.20938941600000002
IterativeLocalSearchBasic, zoo_set_const_20, 456789123, 30, 0.7143271281303435, 0.835469561211398, 0.195781117
IterativeLocalSearchBasic, glass_set_const_10, 456789123, 53, 0.1954911615334091, 0.24764533103882475, 0.832020822
IterativeLocalSearchBasic, glass_set_const_20, 456789123, 101, 0.2403676798303019, 0.29294924406757805, 1.14645505
IterativeLocalSearchBasic, bupa_set_const_10, 456789123, 285, 0.13922203916814851, 0.2155986879903586, 4.725403283
IterativeLocalSearchBasic, bupa_set_const_20, 456789123, 903, 0.15106120327470576, 0.27697645897954576, 6.236382153
IterativeLocalSearchBasic, zoo_set_const_10, 567891234, 15, 0.6111665259346565, 0.7248310310477447, 0.20020643300000002
IterativeLocalSearchBasic, zoo_set_const_20, 567891234, 24, 0.7140410644111174, 0.810955010875961, 0.27072359700000004
IterativeLocalSearchBasic, glass_set_const_10, 567891234, 63, 0.24466868891806173, 0.30666326776412184, 0.836640245
IterativeLocalSearchBasic, glass_set_const_20, 567891234, 39, 0.2504407980237616, 0.27074457035300686, 1.10933285
IterativeLocalSearchBasic, bupa_set_const_10, 567891234, 590, 0.15447286480499248, 0.31258592727904144, 4.337693532
IterativeLocalSearchBasic, bupa_set_const_20, 567891234, 1022, 0.1495464203308195, 0.29205515934559967, 6.189595887
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_10, 123456789, 8, 0.5791055851998409, 0.639726654593488, 1.132832271
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_20, 123456789, 30, 0.5957658599075838, 0.7169082929886383, 0.90550991
IterativeLocalSearchSimulatedAnnealing, glass_set_const_10, 123456789, 17, 0.24214036335972708, 0.25886905923882264, 2.645325818
IterativeLocalSearchSimulatedAnnealing, glass_set_const_20, 123456789, 31, 0.2488013976362565, 0.26494029359027194, 3.335448495
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_10, 123456789, 126, 0.10783593757144212, 0.14160245599810342, 7.323266869
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_20, 123456789, 185, 0.11924665642245097, 0.1450432481227781, 9.703318012
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_10, 234567891, 6, 0.5984063762300632, 0.6438721782752985, 0.986019042
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_20, 234567891, 35, 0.5871133292226107, 0.7284461678171744, 1.04929416
IterativeLocalSearchSimulatedAnnealing, glass_set_const_10, 234567891, 18, 0.24380231311854453, 0.26151504993170455, 2.70749716
IterativeLocalSearchSimulatedAnnealing, glass_set_const_20, 234567891, 38, 0.24897064423772156, 0.2687538070200631, 3.722209738
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_10, 234567891, 172, 0.10555146674806766, 0.15164544428287516, 7.220001185
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_20, 234567891, 189, 0.1157382412910765, 0.14209259713627556, 10.444694089
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_10, 3456789, 13, 0.5306026261648034, 0.6291118639294798, 0.813060961
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_20, 3456789, 9, 0.7180365260077791, 0.7543792559320955, 0.804098418
IterativeLocalSearchSimulatedAnnealing, glass_set_const_10, 3456789, 56, 0.19014616906098758, 0.24525246136859657, 3.036078012
IterativeLocalSearchSimulatedAnnealing, glass_set_const_20, 3456789, 43, 0.2451636550606942, 0.26754986557755434, 3.947594522
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_10, 3456789, 84, 0.11649162074529952, 0.1390026330297404, 6.728388372
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_20, 3456789, 148, 0.11811497443427255, 0.13875224779453427, 10.121962138
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_10, 456789123, 8, 0.5920931231773149, 0.652714192570962, 0.963657316
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_20, 456789123, 27, 0.6006383114202308, 0.70966650119318, 0.869539421
IterativeLocalSearchSimulatedAnnealing, glass_set_const_10, 456789123, 53, 0.18627325002939904, 0.23842741953481467, 2.5982875659999998
IterativeLocalSearchSimulatedAnnealing, glass_set_const_20, 456789123, 93, 0.2089832646415264, 0.2573999525035727, 3.73704422
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_10, 456789123, 112, 0.11709568577648062, 0.14711036882240178, 7.256264338
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_20, 456789123, 185, 0.12001103806266744, 0.14580762976299458, 10.292925061
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_10, 567891234, 6, 0.5970494453148684, 0.6425152473601037, 0.922786777
IterativeLocalSearchSimulatedAnnealing, zoo_set_const_20, 567891234, 13, 0.7121716032632145, 0.7646666575983382, 0.9475217180000001
IterativeLocalSearchSimulatedAnnealing, glass_set_const_10, 567891234, 55, 0.18797658013316867, 0.2420988315067132, 3.041047867
IterativeLocalSearchSimulatedAnnealing, glass_set_const_20, 567891234, 36, 0.24765271608739622, 0.2663946597759303, 3.642246393
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_10, 567891234, 122, 0.10922038496545149, 0.14191495042618704, 7.253983148
IterativeLocalSearchSimulatedAnnealing, bupa_set_const_20, 567891234, 174, 0.12127538059289081, 0.1455381208948201, 10.347616327
SimulatedAnnealing, zoo_set_const_10, 123456789, 28, 0.8114742335796269, 1.0236479764573916, 0.140525376
SimulatedAnnealing, zoo_set_const_20, 123456789, 23, 0.7369791131175489, 0.8298549784796908, 0.159854072
SimulatedAnnealing, glass_set_const_10, 123456789, 57, 0.18849916595778818, 0.2445894991994616, 0.41571488300000004
SimulatedAnnealing, glass_set_const_20, 123456789, 123, 0.2094716159708681, 0.2735065902400262, 0.7442156590000001
SimulatedAnnealing, bupa_set_const_10, 123456789, 87, 0.11930735563979605, 0.14262233264868124, 5.060034038
SimulatedAnnealing, bupa_set_const_20, 123456789, 348, 0.1142968902859325, 0.1628223708897911, 6.127278208
SimulatedAnnealing, zoo_set_const_10, 234567891, 25, 0.9150909310142329, 1.10453177286938, 0.141782442
SimulatedAnnealing, zoo_set_const_20, 234567891, 20, 0.8661872629621128, 0.9469488850161492, 0.162147497
SimulatedAnnealing, glass_set_const_10, 234567891, 50, 0.19684086839646844, 0.24604291509969076, 0.484013958
SimulatedAnnealing, glass_set_const_20, 234567891, 37, 0.2501115344406722, 0.26937408767611, 0.882546405
SimulatedAnnealing, bupa_set_const_10, 234567891, 99, 0.11568682729416752, 0.14221766320082996, 4.588199408
SimulatedAnnealing, bupa_set_const_20, 234567891, 218, 0.1251013975689016, 0.1554995434644222, 5.983338179
SimulatedAnnealing, zoo_set_const_10, 3456789, 15, 0.8265327955681382, 0.9401973006812264, 0.184848125
SimulatedAnnealing, zoo_set_const_20, 3456789, 28, 0.8741393008170907, 0.9872055716927416, 0.313636542
SimulatedAnnealing, glass_set_const_10, 3456789, 59, 0.1970124264951573, 0.25507084160495963, 0.5005909510000001
SimulatedAnnealing, glass_set_const_20, 3456789, 72, 0.25304840151629454, 0.2905322888933627, 0.644885626
SimulatedAnnealing, bupa_set_const_10, 3456789, 94, 0.11832251570486176, 0.14351341040411703, 7.020325143
SimulatedAnnealing, bupa_set_const_20, 3456789, 209, 0.1176617732516057, 0.14680494982116446, 6.576160535
SimulatedAnnealing, zoo_set_const_10, 456789123, 9, 0.8386025147615525, 0.9068012178294054, 0.306410954
SimulatedAnnealing, zoo_set_const_20, 456789123, 39, 0.6193914192158686, 0.7768765822212396, 0.22750408800000002
SimulatedAnnealing, glass_set_const_10, 456789123, 20, 0.24032928059002032, 0.26001009927130925, 0.566528932
SimulatedAnnealing, glass_set_const_20, 456789123, 41, 0.24868334847395598, 0.2700283398970087, 0.9469074120000001
SimulatedAnnealing, bupa_set_const_10, 456789123, 105, 0.14219786161336878, 0.17033662696891988, 7.04224016
SimulatedAnnealing, bupa_set_const_20, 456789123, 228, 0.11885738948354371, 0.15064994574124418, 6.236120984
SimulatedAnnealing, zoo_set_const_10, 567891234, 12, 0.6369372035420169, 0.7278688076324875, 0.28190423800000003
SimulatedAnnealing, zoo_set_const_20, 567891234, 13, 0.7169821233707054, 0.7694771777058291, 0.163697801
SimulatedAnnealing, glass_set_const_10, 567891234, 58, 0.19103805471219618, 0.24811242888793406, 0.639732268
SimulatedAnnealing, glass_set_const_20, 567891234, 52, 0.24953145329667642, 0.2766031497356701, 0.537194614
SimulatedAnnealing, bupa_set_const_10, 567891234, 142, 0.10899608454745495, 0.14705041483781928, 7.110118639
SimulatedAnnealing, bupa_set_const_20, 567891234, 246, 0.12058862924340645, 0.15489112415303063, 5.201025285
